,clauses,label
77,steel iron materi incorpor finish work applic steel iron item contractor use incorpor finish work,0
78,beam girder temporari brace contractor sole respons ensur stabil beam girder handl storag ship erect,1
79,restrict may affect oper connect item clear grub earthwork grass mulch sod landscap item might involv movement materi contain plant pest across quarantin line,1
80,date begin contract time date contract time begin either date contractor actual begin work date begin charg contract time set forth propos whichev earlier,0
81,oper variabl messag sign activ construct activ,0
82,pay quantiti item design origin plan quantiti depart revis quantiti event depart determin substanti error,0
83,depart accept offici bid set propos form gener depart bid softwar along complet propos packag deliv depart hard copi accord instruct list requir,1
84,contractor agre write accept balanc due refund overpay determin depart full settlement account contract claim connect therewith contractor use qualifi accept letter accept balanc due refund overpay determin depart stipul accept payment make refund constitut bar admiss estoppel effect payment disput subject pend claim contractor depart,1
85,engin order suspens write give detail reason suspens,0
86,polici statement sign author repres presid chief,0
87,action claim engin respond write project origin contract amount less within calendar day receipt complet claim submit contractor complianc,0
88,retainag withheld percent contract time use exce,0
89,prior execut contract renew period occur prior final accept work depart railroad shall provid acord certif liabil insur reflect coverag describ herein,1
90,perform necessari repair renew section project thu open traffic direct engin due defect materi,1
91,intent contract intent contract provid construct complet work describ,0
92,personnel equip record requir employ compet personnel use suitabl equip perform layout work,1
93,oil hazard substanc submit spill prevent control countermeasur spcc plan requir least day begin work,1
94,depart obtain payment expens incur make repair remov renew contractor fail refus make deduct expens money due may becom due contractor charg amount contract bond,1
95,built draw use one set govern provid plan exclus built draw use color red identifi chang use approv method accur neatli record chang,1
96,surfac water manag system water manag district condit preced final accept project submit engin built draw certifi survey verifi built condit instal construct surfac water manag system,1
97,gener work evalu base statist evalu govern contractor assum risk,0
98,alter plan depart issu write author alter affect requir inform given approv plan,1
99,coordin subsequ submitt construct schedul allow suffici time review approv submitt necessari,1
100,notifi public util compani structur proxim site work intent use explos,0
101,presenc inspector assist way lessen respons contractor,0
102,contractor given opportun respons demonstr step taken pursuanc thereof prior determin whether contractor complianc section,1
103,depart revis plan quantiti sole basi particular method construct contractor select,0
104,local law ordin appli provid storag satisfactori engin gener closer feet road build camp area place human occup,1
105,gener becom familiar compli feder state local rule regul control action oper engag employ work affect materi use,0
106,provid superintend compet superintend capabl properli interpret contract document thoroughli experienc type work perform,0
107,claimant shall support claim base upon substanti error differ origin ground surfac document provid,1
108,autom machin guidanc util set stake need,1
109,depart use draw inform review plan assess contractor approach relat intent origin design,0
110,includ provis subcontract tier give govern right provid respect subcontractor record,0
111,engin determin final disposit materi review ear,0
112,dredg fill construct specifi plan accomplish within limit project dredg fill construct within limit depart furnish borrow area depart procur necessari permit prior advertis bid,1
113,inspect disclos unsatisfactori work co provid contractor list work incomplet requir correct,1
114,materi produc convict parol supervis releas probat prison,0
115,outlin contractor respons protect util facil,0
116,fuel depart contract document provid estim quantiti fuel requir gasolin diesel cover work specifi contract,1
117,depart assum respons incident inform bid document may constru quantiti work materi,1
118,limit set forth concern amount work may sublet appli work perform equip rental agreement,1
119,use right way storag engin allow contractor may use portion right way storag purpos place contractor plant equip,1
120,falsework structur span exceed feet meter,0
121,error lump sum quantiti depart design pay quantiti item lump sum plan show estim quantiti depart adjust lump sum compens event either contractor submit satisfactori evid depart determin furnish satisfactori evid lump sum quantiti shown substanti error defin,1
122,accept qualiti level lowest percentag work within specif limit consid accept payment contract unit bid price,1
123,geodet monument public land survey corner locat within project risk damag destroy immedi notifi engin,1
124,depart may requir bidder furnish statement origin composit manufactur materi use construct work togeth sampl may subject test provid specif determin materi qualiti fit work,1
125,primari method accept specifi section work work may reject found compli contract,1
126,submit propos minor modif shop draw process,1
127,interfer traffic time conduct work manner sequenc ensur least practic interfer traffic,0
128,work delay contract complet request contract time extens accord subsect,1
129,follow claus must ad construct contract contractor supplier stockpil materi,1
130,admit osha inspector legal respons offici involv safeti health administr project work site upon present proper credenti,1
131,complet date sf affidavit individu sureti solicit date,0
132,limit liabil compani sign compani name follow word signatur person author sign,0
133,supervis emerg provid respons person speak understand english avail reason near worksit hour basi seven day week,1
134,altern remov replac contractor may submit written request work accept reduc price perform correct measur bring work conform,1
135,ensur specialti engin submit written certif engin structur erect accord sign seal erect plan,0
136,steel iron product taken outsid unit state manufactur process becom foreign sourc materi,0
137,truck requir provid truck number certifi truck use manufactur certif perman decal show truck capac round nearest tenth cubic yard place side truck,1
138,agreement must write refer applic contract provis,1
139,show activ begin work date durat monetari valu,0
140,stockpil materi must approv meet applic specif,1
141,use approv portion right way store materi equip,1
142,inspector author alter waiv contract requir issu instruct contrari contract act foreman contractor direct contractor oper,1
143,contractor respons accuraci coordin shop draw coordin schedul control submitt regard requir prioriti includ variou subcontractor supplier engin provid orderli balanc distribut work,1
144,contractor shall right monetari compens damag whatsoev direct indirect delay control work item aris way relat circumst lead result addit work relat actual perform addit work paid otherwis provid herein except provid,1
145,measur cubic yard cubic meter volum haul vehicl use three dimension measur point deliveri use vehicl bear legibl identif mark bodi shape actual content may readili accur determin,1
146,complet sf solicit offer award sign follow,0
147,permiss suspend contractor oper suspend oper remov equip materi necessari complet work without obtain engin written permiss,1
148,propos must result save without impair essenti function characterist safeti servic life reliabl economi oper eas mainten aesthet necessari standard design featur,1
149,bidder may revis propos time prior bid submitt deadlin specifi advertis,1
150,certif must made offic director contractor author bind contractor,1
151,includ intern sheet complet financi project identif number initi person respons prepar check document,1
152,total quantiti partial payment made shall exceed estim total quantiti requir complet project,1
153,display follow document bulletin board,0
154,submit separ statement document cumul amount site subcontract date percentag origin contract amount,0
155,contractor shall also return retainag withheld subcontractor within day subcontractor work satisfactorili complet determin depart,1
156,certif must made offic director subcontractor author bind subcontractor,1
157,case specialti engin must sign seal letter certif,1
158,manufactur materi certif submit materi certif materi engin approv requir specif,1
159,notic proceed engin may waiv five day advanc notic author contractor begin immedi,1
160,satisfactorili repair damag due fault neglig contractor cost govern,1
161,depart appli price adjust increas quantiti portion excess origin contract item quantiti accord,0
162,work evalu accept subsect contractor test inspect verifi govern contractor result may use govern evalu work accept,1
163,event day day receipt constitut date final settlement contract,0
164,submitt request requir inform includ,1
165,ensur materi deliv locat describ contract document enough materi deliv take sampl expens depart,0
166,insur protect util owner contract involv work vicin util own properti facil util shall ad along depart addit insur polici i procur pursuant subsect,1
167,submit measur note within hour complet work place complet accord contract go work submit measur note daili,1
168,protect defend indemnifi hold depart agent offici employe harmless claim action suit aris remov discharg suspens employe,0
169,storag facil sampl provid facil storag sampl describ contract document warrant test method specif,0
170,day memori day saturday sunday immedi preced memori day independ day independ day observ labor day friday saturday sunday immedi preced labor day veteran day veteran day observ wednesday immedi preced thanksgiv day thanksgiv day friday saturday sunday immedi follow thanksgiv day decemb januari inclus special event note plan,0
171,contractor take charg custodi work take everi necessari precaut damag work action element caus whatsoev depart final accept work,1
172,qualiti characterist lot categori ii lot pay factor base lowest singl pay factor categori ii qualiti characterist maximum obtain pay factor,0
173,contractor shall furnish district contract complianc manag copi,1
174,contractor perform work necessari dispos contamin materi contract includ,1
175,design portion contract done use gnss enabl autom machin guidanc portion construct use convent survey methodolog,0
176,water servic interrupt contractor perform repair work contractor shall work continu servic restor,1
177,adjust contract price made variat quantiti due differ specif graviti moistur content,0
178,within thirti calendar day elimin delay,0
179,proper invoic invoic meet requir subsect quantiti contract price shown contractor invoic agre correspond quantiti contract price shown govern receiv report invoic paid,1
180,contractor respons damag delay injuri suit action claim brought account damag injuri result contractor oper within adjac railroad compani right way,1
181,agreement price time can not reach co may make unilater determin,1
182,one list partner must sign behalf partnership,1
183,engin correct prior estim payment final estim payment,0
184,submit request increas sampl frequenc least hour begin product,1
185,project origin contract amount less within calendar day final accept project accord project origin contract amount greater,1
186,net reduct determin subtract save construct cost reason document engin cost incur contractor design develop propos,0
187,final calcul measur item paid basi area finish work pay quantiti design determin calcul engin use length width calcul base station station dimens shown plan station station dimens actual construct within limit design engin final dimens measur along surfac complet work within neat line shown plan design engin,0
188,includ list tort liabil except evid adequ insur coverag requir,1
189,depart process propos expediti howev depart liabl delay act upon propos submit pursuant subarticl,1
190,mainten channel work includ excav channel underwat area requir section maintain section shoal encroach final accept project,1
191,mandatori cost save initi workshop held prior contract time begin contractor depart discuss potenti propos,0
192,item list payment lump sum unit plan show estim compon quantiti depart respons accuraci quantiti limit provis,1
193,contractor shall carri applic requir cfr part award administr dot assist contract,1
194,mainten accept maintain work engin given final accept accord,1
195,unless contractor submit document place order equip time manner delay caus factor beyond manufactur control lack equip caus delay progress control item work,1
196,ground anchor soil nail rock bolt driven pile drill shaft micropil assembl detail layout instal test procedur,0
197,credit allow traine enrol satisfactorili complet train contract,1
198,sampl frequenc quantiti work would otherwis result fewer sampl submit written request increas sampl frequenc provid least sampl,1
199,perform work provid materi uniform charact reason close prescrib valu within specifi toler rang,0
200,florida statut requir person engag certain dredg fill activ state florida obtain certif registr florida depart environment protect tallahasse florida keep accur log record activ protect conserv natur resourc,1
201,mathemat check made govern show mistak amount bid correct unit price extens govern,0
202,apl product approv may remov apl,1
203,conduct suffici liaison provid suffici inform indic coordin activ util owner facil within limit construct resolv,0
204,highway bridg carpent helper mechan helper rodman chainman timekeep classif approv job train program,1
205,specif requir submiss document document must submit exchang electron use depart provid web base collabor site,1
206,lot contain unsatisfactori percentag non specif materi lowest singl pay factor fall reject portion tabl reject remov reject materi work,0
207,take correct action without engin written approv,1
208,prior build construct renov submit current registr certif issu florida construct industri licens board accord chapter appropri categori construct,1
209,sampl frequenc frequenc rate shown normal requir least sampl,1
210,unresolv comment independ review engin shall specif list unresolv issu sign seal cover letter,1
211,partnership draw strength organ identifi achiev reciproc goal,0
212,contractor may withdraw whole part propos accept depart within period specifi propos,1
213,contract quantiti adjust author chang affect quantiti error made comput quantiti,0
214,submit depart request equit adjust compens time disput resolut propos,1
215,addit compens begin work claim base seek time extens contractor shall also submit preliminari request time extens pursuant,1
216,substanti complet contract co may retain amount adequ protect govern,1
217,bond shall full dollar amount bid price materi describ contract,1
218,depart consid reimburs contractor actual cost mobil otherwis includ contract includ move equip job volum work contractor complet small compens contractor expens contract unit price,0
219,pay factor determin valu work,0
220,unsatisfactori payment record accord section,0
221,regardless method use contractor record document find case,1
222,permit incorpor special provis subarticl contractor requir modif revis complet construct oper specifi plan special provis within right way limit,1
223,fail correct condit complaint made depart upon written certif engin fact delay neglect default contractor failur correct condit full power author without violat contract take prosecut work hand contractor declar contractor default,0
224,shop draw applic calcul must sign seal specialti engin,1
225,squar foot squar yard squar meter,0
226,support sketch detail need clearli defin work perform quantiti measur,1
227,depart liabl loss materi theft otherwis damag store materi,1
228,depart respons util remov temporari remov reloc de energ deactiv adjust work work determin necessari engin done sole benefit conveni util owner contractor contractor,1
229,contractor properli maintain project specifi,0
230,submit origin record written certif accuraci mass end shift,0
231,mark stake paint numer size readabl roadway correspond project station locat,0
232,schedul submiss shop draw allow calendar day review period item,0
233,propos irregular depart may reject propos propos show omiss alter form addit specifi requir condit unauthor altern bid irregular kind unit price obvious unbalanc cost excess reason cost analysi valu bidder submit propos gener use depart bid softwar,1
234,contractor encourag make weekli bi weekli payment subcontractor particip program,0
235,project consist new alter vertic horizont align depart provid locat length pass zone construct,0
236,depart reserv right withhold final estim disput amount contractor depart,0
237,shop draw approv process delay expans physic limit project make function weather weekend holiday special event suspens contract time event forc factor sometim experienc construct work,1
238,lump sum pay item submit document support invoic progress payment monthli basi,1
239,applic must sign legal respons person employ manufactur product,1
240,protect mainten maintain scale part proper condit level vertic align fulli protect contamin dust dirt matter might affect oper,1
241,falsework found shallow foundat vertic displac limit provid plan falsework found shallow foundat spread foot mat submit engin record shop draw applic calcul falsework system includ subsurfac condit settlement estim,1
242,submit notif work complet provid,1
243,retainag follow requir far claus payment fix price construct contract,1
244,provis appli feder aid project,0
245,notifi co write within day identifi time impact,0
246,contractor shall entitl claim recov cost depart,1
247,certifi cost price data accord far subpart upon complet negoti,0
248,name credenti propos specialti engin contractor engin record perform engin analysi,0
249,project one phase adequ identifi phase complet date allow activ span one phase,1
250,return depart bid softwar gener propos offici bid propos label bidder name vendor number let date revis date applic propos id,0
251,follow instruct provid notif modif access amend file,1
252,fenc erect perman fenc first order busi project includ fenc engin determin fenc necessari maintain secur livestock adjac properti protect pedestrian like gain access project adjac properti,1
253,reason document engin cost paid depart,0
254,drainag conduct oper maintain work condit provid adequ drainag time,0
255,submit sign seal revis sheet engin revis contract plan prior submit shop draw,1
256,provid stake necessari horizont vertic control work item,1
257,take respons obtain inform post websit five calendar day open bid compli provis contain execut order,0
258,includ support rational document request includ refer data justifi propos base evalu test result effect servic life valu materi work qualiti aesthet tangibl engin basi,0
259,liabil wrong crimin act contractor princip sureti execut contract bond shall liabl state civil action might institut depart offic state author case doubl amount money properti state might lose overcharg otherwis defraud wrong crimin act contractor agent employe,1
260,least two week prior begin erect conduct pre erect meet review detail plan specialti engin sign seal plan specialti engin may inspect work engin,1
261,contractor submit unaccept individu sureti satisfact perform payment bond issuanc notic proceed permit one opportun substitut accept sureti sureti within day receipt notif sureti unaccept,1
262,excav remov damag alter defac archeolog paleontolog remain specimen,1
263,perform work unsuit neglect refus remov materi perform anew work engin reject unaccept unsuit,0
264,test method method sampl test materi accord florida method fm,0
265,engin determin basi payment adjust fair equit amount,0
266,tree shrub crop sod sign monument fenc guardrail pipe underground structur intellig transport system facil traffic control signal devic highway light public highway except natur wear tear highway result legitim use thereof contractor,0
267,includ standbi period equip would otherwis idl statu equip oper condit,1
268,subcontract reliev contractor liabil respons contract creat contractu relat subcontractor govern,0
269,circul polici statement throughout contractor organ,0
270,partial accept segment project complet final inspect segment may request segment complet complianc may accept,1
271,observ rule regul feder state local health offici,0
272,addit assembl ensur specialti engin observ equip use submit written certif engin equip use intend accord submit draw calcul,0
273,extra work extra work author write engin paid accord formula,0
274,perform calcul requir set stake need grade stake offset stake refer point stake slope stake,1
275,certif requir far claus applic notic requir far claus,1
276,vehicl carri less agre volum may reject accept reduc volum,1
277,shore system support traffic load,0
278,winter shutdown occur period liquid damag amount equal percent amount specifi tabl assess day work resum time full liquid damag assess,1
279,adjust rate use equip variabl paramet use schedul,0
280,use sf perform bond sf payment bond submit bond,0
281,revis term condit permit without approv issu agenc,1
282,cubic yard cubic meter haul vehicl,0
283,condit requir supplement agreement unilater payment supplement agreement unilater payment use clarifi plan specif contract provid unforeseen work grade chang alter plan could reason contempl foreseen origin plan specif chang limit construct meet field condit provid safe function connect exist pavement settl document contract claim make project function oper accord intent origin contract subsequ amend thereto,1
284,direct special attent chapter c florida administr code,0
285,dispos reject materi approv manner,1
286,use approv format deliveri record,1
287,calendar day exclud saturday sunday state holiday contractor late deliv depart contract offic requir document properli execut form depart deduct one day contract time,1
288,depart investig determin potenti impact protect threaten endang speci depart conduct evalu determin measur may necessari mitig impact,1
289,work shall perform direct engin accord contract document,1
290,becom insolv declar bankrupt file reorgan bankruptci code commit act bankruptci insolv either voluntarili involuntarili,0
291,depart requir formwork scaffold submitt unless work would classifi construct affect public safeti,1
292,ensur subcontractor provid access record pertain project upon request depart,0
293,credit allow traine whose employ contractor involuntarili termin unless contractor clearli demonstr good caus action,0
294,partial payment structur steel precast prestress item exceed bid price item bid price item materi use,0
295,except project plan show right way line set station identif stake locat interv appropri type work done,1
296,highway code requir pertain liquid damag section,1
297,audit may perform depart sole discret employe depart independ auditor appoint depart,1
298,submit shop draw facilit expediti review,0
299,clearli concis present inform draw possibl order provid overal integr summari intend approach project,0
300,plan profil sheet note addit revis locat charact dimens follow item plan,0
301,process progress payment request,0
302,caus impact start date impact,0
303,refer standard document test method aashto astm gsa recogn standard author refer document method effect date invit bid ifb request propos rfp,0
304,process procedur submit propos engin duli author repres,1
305,lump sum measur directli,0
306,submit perman facil repair plan engin prior begin repair work,1
307,retain draw project site,0
308,summari quantiti tabul sheet revis quantiti locat note remark includ total strikeout unus pay item revis applic rate revis locat type end treatment riprap skew drainag summari,0
309,lower weight limit legal establish post section road bridg depart local author,0
310,equip rent oper basi requir contract request engin submit payrol lessor name oper shown thereon,1
311,asphalt materi measur gallon liter measur volum correct volum use recogn standard correct factor,0
312,field note record avail engin review work progress submit engin time complet project,1
313,mark variat origin test valu failur notifi depart modif alter evid inadequ perform product result product modif alter may result remov product apl,1
314,provid plant site valid permit requir chapter prior start work,1
315,author contract offic co co may deleg author repres decid accept work progress work suspens work interpret contract accept fulfil contract,1
316,price bitumin materi accord follow,0
317,compli requir report necessari inform includ actual payment dbe subcontractor major supplier internet base equal opportun report system,1
318,depart may requir altern mean secur waiv requir contract bond,1
319,engin find work satisfactorili complet depart consid inspect final inspect,1
320,complianc feder regul work structur adjac navig water observ regul instruct feder author control water,0
321,complianc section usdot act section usdot act prohibit,0
322,gener structur plan show detail dimens work contempl,0
323,submit time revis submitt variat overal scheme propos,1
324,develop materi sourc measur sediment content bodi water adjac work area receiv drainag work area,0
325,correct construct error work contractor construct incorrectli meet requir contract document contractor prerog submit accept propos engin review disposit,1
326,depart determin pay interest due contractor delay final payment accord section,0
327,train intend shall use discrimin applic train whether minor woman disadvantag person,1
328,depart base consider grant extens contract time extent time normal requir complet addit design work delay contract complet schedul,1
329,requir intellectu properti right notic includ limit disclosur issu patent copyright licens pend patent copyright licens applic intellectu properti right though yet issu appli intend pursu could nevertheless otherwis subsequ subject patent copyright licens protect contractor other futur,1
330,structur steel fabric draw util hangar detail,0
331,unless otherwis permit oper equip vehicl exceed legal load limit new exist structur pavement within project except pavement remov construct season,1
332,submit materi certif materi test resid engin,1
333,restrict appli period month date placement convict vendor list,0
334,includ period suspend work,0
335,addit cost includ extend overhead incur contractor schedul complet date expir contract time shall respons contractor,1
336,case contractor risk percent risk reject significantli lower,0
337,work item requir shop draw gener depart requir shop draw item work fulli detail plan requir addit draw coordin prior construct item includ limit,1
338,inspect may extend part work manufactur prepar fabric materi use,1
339,compens direct cost indirect cost expens profit thereon delay delay claim contractor shall entitl monetari compens actual idl labor equip indirect cost expens profit thereon provid,1
340,day requir perform work ad contract substanti complet includ item identifi final inspect requir time,1
341,specif agre parti execut contract intend provis part contract creat public member thereof third parti beneficiari hereund author anyon parti contract maintain suit person injuri properti damag pursuant term provis contract,1
342,incent produc uniform qualiti work offset contractor risk final payment greater contract unit bid price may obtain certain condit,1
343,plan dimens contract specif valu valu strive compli design valu deviat allow,0
344,appli requir subcontractor purchas materi obtain invoic materi record subcontractor,1
345,perform util construct part project establish horizont vertic control necessari carri work,1
346,minor modif item opinion engin significantli affect quantiti measur work integr maintain structur compon,0
347,submit cost price data written propos price work accord subsect,0
348,submit invoic co govern reimburs contractor percent agre cost incur partner process govern share exceed,0
349,contract unit price provid contract parti can not agre price work contractor agre work accord,0
350,prior award contract depart bidder must provid proof author conduct busi state florida,1
351,manufactur name materi design product name product model part number style number etc,0
352,shore system cofferdam greater feet meter height,0
353,depart own underground facil locat shown plan approxim,0
354,materi includ invoic show cost materi deliv work,0
355,daili record submit hereund shall done cost recipi,1
356,state highway system depart respons repair damag haul materi site caus road outsid limit project either state highway system road jurisdict depart specif design plan haul road depart furnish materi pit except event damag due failur compli,1
357,individu cumul partial payment preparatori work materi exceed lesser,0
358,gener locat physic obstacl construct might impos restraint otherwis affect construct outlin deal obstacl build structur,1
359,profil grade elev station point intersect equat culvert diamet length type station culvert extens length exist culvert wall guardrail guardwal end treatment,0
360,move prohibit aquat plant plant pest noxiou weed within project limit locat outsid project limit without engin permiss,0
361,secur permit clearanc use sourc submit copi document co,1
362,amount liquid damag applic liquid damag amount establish follow schedul,1
363,weigh devic determin indic less true mass addit payment made materi previous weigh record,1
364,contractor agre perform work alter part origin contract,0
365,submit list attende one week advanc engin approv,1
366,provid workplac free seriou recogn hazard compli occup safeti health standard determin,0
367,furnish documentari evid ownership valu asset pledg support bond detail secur interest asset individu sureti appar low bidder within day open bid failur submit evid within time requir ground declar sureti unaccept,1
368,defect invoic invoic meet requir subsect quantiti contract price shown contractor invoic exceed correspond quantiti contract price shown govern receiv report invoic defect contractor notifi accord far claus defect invoic return contractor within day receipt govern design bill offic,1
369,propos adopt contractor share net save defin hereinaft repres full compens contractor propos,0
370,gener engin reserv right make time prior progress work increas decreas quantiti whether signific chang alter detail construct whether substanti chang includ limit alter grade align road structur may found necessari desir engin,1
371,review engin final estim depart may review engin final estim make chang necessari,1
372,document draw document draw includ descript literatur illustr schedul perform test data similar materi submit contractor certifi explain detail specif portion work requir contract,1
373,includ notif financi project id descript activ locat site township rang section counti citi site locat map includ access rout name properti owner person contact arrang site inspect,1
374,obtain detail applic law depart environment protect,0
375,depart furnish area obtain borrow materi contain limerock materi remov materi pit unless engin give specif approv,1
376,pay deduct requir polici,1
377,spcc plan requir submit hazard spill plan least day begin work,1
378,engin allow contract adjust claus effect caus depart non depart project contractor may work,1
379,govern receiv report develop use measur note receiv co determin accept,1
380,product sampl addit product test may requir modif evalu,1
381,commenc prosecut complet work follow requir far claus commenc prosecut complet work,1
382,special erect equip prior use ensur specialti engin person inspect special erect equip submit written certif engin equip fabric accord submit draw calcul,0
383,addit compli chapter florida statut regard control air pollut,0
384,government unit jurisdict particular road bridg may provid except special permit provis,1
385,contract time charg suspens contractor oper,0
386,polici i coverag describ herein may contain subject retent self insur retent,1
387,director offic construct decid question difficulti disput whatev natur may aris rel interpret plan construct prosecut fulfil contract charact qualiti amount valu work done materi furnish reason contract,1
388,comprehens commerci gener liabil insur person injuri properti damag coverag contractu liabil coverag complet oper liabil coverag combin singl limit occurr gener aggreg limit,1
389,compens extra work notwithstand anyth contrari contain contract document contractor shall entitl compens beyond provid,1
390,measur time excess hour per week rate first hour,0
391,work measur paid one pay item paid pay item,0
392,noth herein contain prevent depart execut contract period exceed one year depart make contract executori valu servic render agre paid succeed fiscal year,0
393,individu sureti shall person sign sf bidder can not serv sureti see far accept individu sureti,1
394,contract document intend complementari describ provid complet contract case discrep calcul shown dimens govern scale dimens,0
395,depart repres may conduct audit audit time prior final payment thereaft pursuant,1
396,potenti propos discuss cost save initi workshop mandatori concept meet held contractor depart discuss potenti propos prior develop propos,0
397,test method standard referenc specif without identif specif time issuanc use current issuanc includ interim addendum thereto time bid open,0
398,perman repair facil traffic control signal devic shall made within day temporari repair prior final accept project,1
399,document relat prepar contractor bid includ final calcul bid base,0
400,failur immedi compli suspens order also constitut act default contractor deem suffici basi depart declar contractor default accord except contractor ten calendar day correct condit suspens order,1
401,howev depart liabl way,0
402,review sf sureti may request submit document respect asset debt encumbr,1
403,locat store materi facilit prompt inspect,0
404,resurfac resurfac widen type project establish horizont control adequ ensur asphalt mix ad match exist pavement,0
405,furnish labor materi equip tool transport suppli requir complet work accord contract document,1
406,date work perform locat work measur quantiti calcul made arriv quantiti,0
407,contractor shall enrol traine one train classif time complet traine enrol anoth classif project,1
